id,lon,lat,aver,label,canny_edge,pixel_threshold,pixel_entropy,hue_mean,saturation_mean,lightness_mean,building_semantic,sky_semantic,tree_semantic,road_semantic,river_semantic,car_semantic,fence_semantic,ground_semantic,plant_semantic,other_semantic,depth_mean
710,120.2689697,31.4837745,4.186633134,high,0.46796,0.59608,0.7538,0.29668,0.17837,0.63371,0.010908127,0.101107597,0.408338546,0.225160598,1.09E-05,0.032668114,0.001279831,0.020178795,0.001943588,0.049804688,0.29814677
713,120.267707,31.48336236,4.139752863,high,0.64539,0.6549,0.70782,0.37677,0.1601,0.55981,0.031667709,0.109249115,0.380572319,0.266098976,1.09E-05,0.035604477,0.000933647,0.016274929,0.021820068,0.034604073,0.31438816
714,120.2677531,31.48316109,4.002107361,high,0.43636,0.70196,0.67834,0.42044,0.10141,0.67368,0.079634666,0.176595688,0.267580033,0.264336586,1.09E-05,0.032958985,0.001279831,0.016274929,0.024262428,0.023571968,0.3200889
716,120.2679863,31.4827036,4.212124653,high,0.79795,0.64314,0.73085,0.32047,0.15887,0.55769,0.066864967,0.153036118,0.279662132,0.320744514,1.00E-05,0.041084289,0.001279831,0.008794785,0.019527435,0.029226303,0.31278987
718,120.2694104,31.48424903,4.144872235,high,0.83126,0.64314,0.73161,0.27083,0.15999,0.5477,0.074245453,0.094156265,0.376783371,0.17400074,1.09E-05,0.033559799,0.001702309,0.003793716,0.005896568,0.017828941,0.28966959
719,120.2698071,31.48425474,4.076310552,high,0.65948,0.69412,0.70168,0.26222,0.10304,0.67108,0.060633659,0.050978661,0.355863572,0.174435616,1.09E-05,0.029158592,0.001279831,0.005821228,0.013327599,0.038920403,0.30425801
720,120.2702038,31.48426044,4.167499448,high,1.20134,0.51373,0.78146,0.19134,0.40965,0.50768,0.012225151,0.045714378,0.208797932,0.181674958,1.09E-05,0.021966935,0.000188828,0.016274929,0.006966591,0.04685688,0.30358262
721,120.2703794,31.48422116,4.426891547,high,0.67367,0.46275,0.77661,0.28419,0.23446,0.4682,0.047453881,0.10026741,0.370513916,0.232207299,1.09E-05,0.031564712,0.001279831,0.005426407,0.005761147,0.048747063,0.3087632
722,120.2693471,31.48403299,4.093870345,high,1.0266,0.47451,0.77469,0.20565,0.21023,0.42906,0.105641365,0.130257607,0.292350769,0.203765869,1.00E-05,0.028670312,0.000225067,0.002663612,0.023002625,0.037802696,0.31656737
723,120.2696942,31.48403954,4.144421576,high,1.27661,0.53333,0.78881,0.20966,0.36406,0.54995,0.063228607,0.162126541,0.297481537,0.332870484,1.00E-05,0.035299301,4.86E-05,0.024317741,0.013397217,0.00647831,0.29457235
724,120.2700413,31.48404608,4.182583222,high,0.98922,0.48235,0.79122,0.22697,0.34541,0.47972,0.060633659,0.225728035,0.12271595,0.338879585,1.00E-05,0.046462059,0.002063751,1.00E-05,0.007171631,0.048409462,0.4032172
726,120.2705379,31.48402306,4.27551916,high,0.96059,0.54118,0.77333,0.19866,0.30573,0.58377,0.060633659,0.055156708,0.296495437,0.220734596,1.00E-05,0.03336525,0.001279831,0.001997948,0.015855789,0.032134056,0.28315146
728,120.2707912,31.48280784,4.172405278,high,0.94728,0.48235,0.7833,0.22645,0.41603,0.44758,0.031754494,0.372555733,0.092494011,0.38045311,1.00E-05,0.036980629,0.000720978,0.002438545,0.011515617,0.012504578,0.2986212
729,120.2707851,31.48254666,4.318442562,high,1.12133,0.56471,0.77184,0.22721,0.28209,0.48293,0.048065186,0.197052002,0.275866508,0.330003738,1.09E-05,0.042789459,0.001934052,0.007157326,0.008804321,0.007555008,0.3062799
731,120.2708125,31.48372994,4.105992009,high,0.93197,0.54902,0.76832,0.19529,0.38351,0.52134,0.023545265,0.122683525,0.348631859,0.179388046,1.09E-05,0.05813694,0.000273705,0.016274929,0.015855789,0.027187347,0.29715152
732,120.2708054,31.48342257,4.30358649,high,0.62076,0.7098,0.67897,0.49231,0.082065,0.69594,0.072598457,0.0642519,0.383808136,0.26722908,1.09E-05,0.02437973,0.001279831,0.001629829,0.000123978,0.045760155,0.3011569
733,120.2707983,31.48311521,4.112742958,high,1.04337,0.5451,0.76923,0.20849,0.38855,0.49547,0.003575325,0.285076141,0.261526108,0.248680115,1.00E-05,0.018153191,0.001279831,0.01295948,0.017084122,0.02832222,0.24891858
736,120.2716906,31.48427402,4.239310435,high,1.04005,0.55294,0.77993,0.20353,0.30558,0.58986,0.048496246,0.38079071,0.096953392,0.282298088,1.00E-05,0.037366867,0.002231598,0.003175735,0.006412506,0.030529976,0.25531192
738,120.2713591,31.48400733,4.041043363,high,0.65582,0.59216,0.73362,0.27017,0.18376,0.74203,0.037830353,0.380832672,0.128278732,0.238005638,1.00E-05,0.03336525,0.001279831,0.029114723,0.003201485,0.030978203,0.2547597
739,120.2710893,31.48402232,4.091387046,high,0.85941,0.45882,0.77448,0.20861,0.24769,0.49268,0.031955719,0.0991745,0.395181655,0.185330391,1.00E-05,0.050514222,0.000711441,0.016061783,0.024965286,0.032213211,0.31583025
740,120.2713586,31.48377684,4.253800953,high,0.98762,0.46667,0.7741,0.22263,0.31553,0.42112,0.009439468,0.263612747,0.251144409,0.361679077,1.00E-05,0.031229973,0.000341415,0.016274929,0.000407219,0.015146255,0.24506629
744,120.2720581,31.48401044,4.031372298,high,0.61648,0.48627,0.74981,0.28616,0.21355,0.56416,0.033336639,0.227064133,0.241234779,0.371631622,1.00E-05,0.03053093,3.53E-05,0.018620491,0.002658844,0.02460289,0.25388591
746,120.2717157,31.48381588,4.077284282,high,0.88129,0.62745,0.74356,0.27278,0.26459,0.60455,0.036563873,0.274529457,0.18732357,0.379304886,1.00E-05,0.021481514,2.10E-05,0.00867939,0.001077652,0.044662476,0.29389744
747,120.2716321,31.48369869,4.443803745,high,0.83542,0.58431,0.7417,0.29165,0.22626,0.64022,0.013212204,0.297290802,0.189460754,0.372059822,1.00E-05,0.02958107,0.000739098,2.48E-05,0.001669884,0.03190136,0.238974
748,120.2714593,31.48367493,4.080500456,high,0.87765,0.59608,0.73536,0.21844,0.23647,0.60751,0.011722564,0.292187691,0.216664314,0.226479531,1.09E-05,0.031727791,0.001279831,0.022001266,0.016548157,0.050276756,0.2146571
749,120.2730384,31.483999,4.164576557,high,0.9159,0.60784,0.75005,0.25347,0.25572,0.59751,0.058356285,0.308940887,0.154470444,0.281403541,9.54E-06,0.027522087,0.000513077,0.02423954,0.000145912,0.046395302,0.20820577
753,120.2710297,31.48348062,4.122433639,high,0.67095,0.48235,0.7709,0.25901,0.32401,0.48422,0.021224022,0.345360756,0.166960716,0.266725541,1.05E-05,0.032793045,0.000127792,0.006779671,0.007845879,0.03317976,0.21841547
754,120.2710138,31.48322911,4.595678432,high,0.59715,0.72157,0.69365,0.46882,0.0701,0.70205,0.060286521,0.136490822,0.311408043,0.261771202,1.09E-05,0.034018516,0.001279831,0.016274929,0.007998466,0.022891998,0.28787067
755,120.2710945,31.48316205,4.123443626,high,0.51575,0.76078,0.67586,0.2503,0.058883,0.75232,0.052911758,0.325539589,0.156838417,0.35647583,1.00E-05,0.033463478,4.86E-05,0.000229836,0.019274712,0.009939194,0.2679527
756,120.2714369,31.48315141,4.110135955,high,0.69044,0.5098,0.76272,0.21704,0.19187,0.59503,0.01270771,0.335595131,0.176969528,0.176924705,1.09E-05,0.033950805,1.00E-05,0.016274929,0.00821209,0.03317976,0.24735541
758,120.2717718,31.4830414,4.186007319,high,0.59776,0.50588,0.74958,0.33312,0.18436,0.53822,0.035068512,0.292097092,0.201341629,0.189125061,9.54E-07,0.033658027,0.001279831,0.000166893,0.000607491,0.04501152,0.24427276
759,120.2716999,31.48299544,4.297403021,high,0.57668,0.47843,0.74402,0.29237,0.20046,0.52849,0.015881538,0.327503204,0.164945602,0.257580757,1.00E-05,0.035360337,0.001279831,0.001181602,0.00541687,0.057613373,0.22442117
761,120.272156,31.48336893,4.016009813,high,0.91207,0.50588,0.76942,0.19989,0.23752,0.55704,0.060633659,0.17891407,0.195005417,0.137476921,1.09E-05,0.032060623,0.000442505,0.016274929,0.029777527,0.03317976,0.28189547
763,120.2720676,31.48307516,4.108358849,high,0.42907,0.71373,0.68999,0.38533,0.13647,0.6739,0.060633659,0.217246056,0.148964882,0.248042107,1.09E-05,0.032589912,0.001279831,0.0013237,0.026640892,0.039333344,0.31535175
765,120.2619571,31.48297654,4.351531089,high,0.42815,0.71373,0.68524,0.44556,0.13683,0.67812,0.060633659,0.294001579,0.073671341,0.17598629,1.00E-05,0.029144287,0.001279831,0.004993439,0.025233269,0.03317976,0.2370533
767,120.262787,31.48296871,4.52846752,high,1.26067,0.50196,0.77505,0.19064,0.26483,0.51456,0.060633659,0.264564514,0.072075844,0.207259178,1.09E-05,0.041435242,5.15E-05,0.013044357,0.020436287,0.03317976,0.30419648
770,120.2608603,31.48215467,4.021753832,high,1.03576,0.58824,0.76625,0.29471,0.24768,0.46008,0.047776223,0.336566925,0.11158657,0.24985218,1.09E-05,0.042648315,0.001279831,0.006150246,0.015855789,0.047336578,0.2672404
771,120.2608497,31.4818289,4.099306181,high,0.78966,0.52941,0.75756,0.30659,0.18175,0.5748,0.063961983,0.353192329,0.037343979,0.231538773,1.09E-05,0.032538414,0.001279831,0.001123428,0.028752327,0.049938202,0.30018735
774,120.263157,31.48219105,4.231938462,high,0.87382,0.4549,0.77773,0.2005,0.33884,0.49709,0.105979919,0.331372261,0.101875305,0.324448586,1.00E-05,0.025140763,0.001279831,0.016158104,0.000202179,0.051065445,0.31604066
775,120.2632468,31.4828269,4.621999233,high,1.09037,0.46667,0.77248,0.19782,0.32482,0.52466,0.059484482,0.232305527,0.200759888,0.191423416,1.00E-05,0.028802872,1.00E-05,0.006233215,0.026516914,0.045706749,0.33725426
776,120.2632243,31.48257027,4.13900017,high,0.85226,0.44706,0.77783,0.22774,0.33573,0.41295,0.020258904,0.182636261,0.285784722,0.181344986,1.09E-05,0.025644302,0.001279831,0.021075249,0.015855789,0.03317976,0.30805624
777,120.2635376,31.48231996,4.815081273,high,0.62021,0.52157,0.74464,0.221,0.21196,0.63164,0.060286521,0.136490822,0.311408043,0.261771202,1.09E-05,0.034018516,0.001279831,0.016274929,0.007998466,0.022891998,0.28787067
778,120.2638734,31.4823263,4.499872942,high,0.8757,0.44314,0.76532,0.20179,0.40157,0.3746,0.013971329,0.19876194,0.288352966,0.207381248,1.09E-05,0.034716606,0.000107765,0.023368835,0.000699043,0.03317976,0.30100136
779,120.2642091,31.48233263,4.277142502,high,1.13543,0.52549,0.78005,0.19652,0.25467,0.56764,0.020142555,0.30638504,0.181119919,0.19072628,1.09E-05,0.032585144,2.86E-06,0.012201309,0.003834724,0.03317976,0.34025905
780,120.2635641,31.48276881,4.068238691,high,0.53107,0.55294,0.76519,0.21105,0.22209,0.5929,0.039500237,0.13580513,0.329544067,0.178591728,1.09E-05,0.032424927,0.001279831,0.011185646,0.019967079,0.03818512,0.31551604
781,120.2638814,31.48271072,4.119270342,high,0.44774,0.50196,0.75331,0.30479,0.2114,0.52191,0.018527985,0.200834274,0.292689323,0.167725563,1.09E-05,0.032439232,0.001279831,0.022792816,0.021179199,0.054196358,0.32040653
782,120.2641986,31.48265263,4.093663364,high,0.4703,0.49412,0.68435,0.33535,0.10647,0.6537,0.013607025,0.164295197,0.322457314,0.181118011,1.09E-05,0.03443718,0.00110054,0.020396233,0.002759933,0.03317976,0.3254025
783,120.264459,31.48264755,4.120069558,high,0.59127,0.68627,0.7081,0.40489,0.093811,0.62584,0.026855469,0.370345116,0.111131668,0.217693329,1.09E-05,0.035876274,1.00E-05,0.014980316,0.000610352,0.03317976,0.32461922
785,120.2655459,31.48257222,4.071221915,high,0.79089,0.62353,0.75532,0.28864,0.22304,0.50661,0.038072586,0.367791176,0.10052681,0.355928421,1.00E-05,0.043811798,0.001279831,0.000967979,0.00236702,0.02611351,0.31480112
786,120.2656781,31.48252005,4.380141187,high,0.3097,0.73333,0.68173,0.46395,0.093134,0.71626,0.031855583,0.392831802,0.102106094,0.32472229,1.00E-05,0.035015106,0.001279831,1.05E-05,0.001592636,0.057204247,0.2931212
787,120.265736,31.48226836,4.405604956,high,0.71689,0.63529,0.7387,0.30911,0.19982,0.53225,0.032597542,0.362753868,0.127506256,0.340611458,1.00E-05,0.03475666,0.001279831,0.000833511,0.003757477,0.043397903,0.28640432
788,120.2657939,31.48201667,4.123512154,high,0.53319,0.62745,0.75597,0.24997,0.11959,0.69735,0.01952076,0.116583824,0.391065598,0.22939682,1.09E-05,0.034345627,0.001279831,0.016274929,0.005801201,0.026565552,0.3243812
789,120.2658518,31.48176498,4.109010757,high,0.88773,0.50588,0.78457,0.18046,0.27924,0.52753,0.076410294,0.246696472,0.202219009,0.368445396,1.00E-05,0.030784607,0.001534462,0.003554344,0.025160789,0.002756119,0.24439414
790,120.2642126,31.48207898,4.385801523,high,0.84824,0.48627,0.7739,0.1932,0.32938,0.47768,0.022088051,0.268921852,0.223671913,0.348699569,1.09E-05,0.033876419,0.001279831,1.00E-05,0.019870758,0.032668114,0.32194624
791,120.2642162,31.48182534,4.117669921,high,1.17341,0.50588,0.78277,0.19715,0.26556,0.53397,0.02197361,0.271447182,0.239365578,0.329916,1.00E-05,0.033864021,0.001368523,0.004089355,0.021137238,0.015527725,0.26410625
792,120.2684804,31.48244014,4.11519661,high,0.49683,0.54902,0.71544,0.17276,0.2349,0.67877,0.012634277,0.279416084,0.251443863,0.334934235,1.00E-05,0.033005714,0.00194931,0.000947952,0.013822556,0.035475731,0.21894944
793,120.2687875,31.4824329,4.157566945,high,0.49079,0.66275,0.71286,0.31833,0.11763,0.71529,0.031754494,0.372555733,0.092494011,0.38045311,1.00E-05,0.036980629,0.000720978,0.002438545,0.011515617,0.012504578,0.2986212
794,120.2693879,31.48234467,4.276349868,high,0.53701,0.55294,0.72598,0.30173,0.16886,0.67406,0.043178558,0.261757851,0.19987011,0.273531914,1.09E-05,0.036147117,0.000247002,1.00E-05,0.015855789,0.01415062,0.3088283
795,120.2696881,31.48230056,4.030258083,high,0.37419,0.72549,0.69696,0.35225,0.11488,0.72583,0.08206749,0.340620041,0.078383446,0.196004868,1.00E-05,0.035536766,0.001279831,0.002619743,0.018706322,0.040131569,0.33915172
796,120.2700793,31.48230125,4.392181818,high,0.50997,0.7098,0.70169,0.32179,0.15119,0.70721,0.036355972,0.279062271,0.192707062,0.267403603,1.09E-05,0.036789894,0.001279831,1.00E-05,0.015475273,0.025449753,0.31673255
797,120.2704706,31.48230194,4.068546645,high,0.42509,0.69412,0.70276,0.32852,0.14953,0.68925,0.103453636,0.341596603,0.059955597,0.233860015,1.09E-05,0.042988777,0.002401352,1.00E-05,0.009068489,0.018522263,0.29177475
798,120.2705765,31.48227478,4.304140287,high,0.90086,0.47059,0.77228,0.20003,0.29971,0.43806,0.065585136,0.28652668,0.164000511,0.195280075,1.09E-05,0.060073852,0.001279831,1.00E-05,0.00130558,0.024220467,0.27222214
799,120.2706014,31.48194377,4.309067365,high,0.67242,0.53725,0.75049,0.22501,0.2176,0.63138,0.018615723,0.084938049,0.415257454,0.235304832,1.09E-05,0.03429699,0.001279831,0.027299881,0.016256332,0.028434753,0.29341116
801,120.2705961,31.48148446,4.197855863,high,0.82578,0.64314,0.7524,0.25723,0.20717,0.58627,0.069959641,0.263961792,0.183461189,0.280978203,1.00E-05,0.040929795,0.001279831,1.00E-05,0.009376526,0.015172005,0.300597
802,120.2702384,31.48144291,4.181027566,high,0.82368,0.50588,0.77534,0.21227,0.26039,0.55439,0.115057945,0.369473457,0.058121681,0.227116584,1.00E-05,0.03324318,0.001279831,0.004397392,0.008989334,0.03317976,0.25943077
803,120.2698808,31.48140136,4.278075413,high,0.50337,0.6,0.74653,0.24026,0.17,0.4552,0.016005516,0.341854095,0.146076202,0.345486641,1.00E-05,0.032749176,0.001279831,0.022834778,0.007388115,0.034724236,0.28382509
804,120.2696408,31.48125629,4.349080999,high,0.67919,0.63922,0.73162,0.35363,0.15249,0.55377,0.028010368,0.247366905,0.246366501,0.28238678,1.14E-05,0.035697937,0.001279831,2.86E-06,0.026512146,0.014686584,0.27262502
810,120.2721186,31.48224371,4.20086501,high,0.42829,0.57647,0.69775,0.23079,0.19226,0.71441,0.015633583,0.085927963,0.208797932,0.207695008,1.09E-05,0.029270172,0.001279831,0.02018261,0.004946709,0.061094284,0.25046709
811,120.2722124,31.48200167,4.001271594,high,0.90581,0.59216,0.77256,0.27222,0.18617,0.59914,0.028859138,0.212243557,0.089385986,0.320058823,1.09E-05,0.021944046,8.58E-06,0.000955582,0.019064903,0.016514778,0.29241166
821,120.2615614,31.48120575,4.374630023,high,0.5962,0.51765,0.75516,0.19316,0.26261,0.54983,0.019865989,0.137253761,0.34360218,0.26212883,1.09E-05,0.034593582,0.001279831,0.009978294,0.008411407,0.03317976,0.27185597
827,120.2627051,31.48123182,4.175431251,high,0.86711,0.64314,0.73209,0.35091,0.14053,0.62838,0.097566605,0.283680916,0.155478477,0.195986747,1.09E-05,0.03248024,0.001279831,0.015336037,0.007597923,0.025232315,0.3036388
828,120.2623754,31.48185398,4.175043005,high,0.79118,0.51373,0.77947,0.25659,0.27407,0.5385,0.09017086,0.253843307,0.191041946,0.225811958,1.00E-05,0.034088135,2.86E-05,1.00E-05,0.004504204,0.053824425,0.27602615
829,120.2624562,31.48205024,4.282556154,high,0.88735,0.64706,0.73025,0.38513,0.10974,0.62563,0.037843704,0.268472672,0.220141411,0.177428246,1.09E-05,0.032917023,0.001279831,1.00E-05,0.007231712,0.035741806,0.22765863
830,120.2625848,31.48216058,4.190735128,high,0.89179,0.69412,0.71744,0.47232,0.08148,0.62698,0.022260666,0.411864281,0.056210518,0.179214478,1.09E-05,0.03362751,0.001279831,0.008132935,0.015855789,0.03662014,0.26936877
831,120.2628709,31.48217582,4.183544575,high,1.07235,0.66667,0.72892,0.39313,0.14513,0.60257,0.023958207,0.41302681,0.095975876,0.168851852,1.00E-05,0.032445908,0.000733376,1.00E-05,0.015855789,0.03317976,0.26588888
835,120.2635555,31.48188397,4.040482062,high,0.85124,0.7098,0.69707,0.4353,0.061753,0.75233,0.022644997,0.395922661,0.053076744,0.230810165,1.00E-05,0.033676147,0.001279831,0.003979683,0.009147644,0.050193787,0.23267167
836,120.2639548,31.48188145,4.091334316,high,0.52362,0.72549,0.67284,0.40821,0.065407,0.78683,0.045834541,0.272673607,0.188977242,0.372765541,1.00E-05,0.030976295,0.001279831,0.025342941,0.005876541,0.01817894,0.2290384
837,120.264366,31.48178504,4.144122874,high,1.01604,0.68627,0.71594,0.42288,0.10488,0.65093,0.051214218,0.252749443,0.204340935,0.375618935,1.00E-05,0.033835412,0.001279831,0.021391869,0.013683319,0.022813797,0.27201247
843,120.2658962,31.48149869,4.030049752,high,0.64559,0.58824,0.77833,0.35555,0.21387,0.50471,0.060633659,0.23807621,0.110357285,0.129428864,1.00E-05,0.03336525,0.001822472,8.58E-06,0.015855789,0.013872147,0.31307766
844,120.2659406,31.4812324,4.008830879,high,1.03282,0.51765,0.77025,0.21073,0.2726,0.52036,0.085639,0.296377182,0.159976006,0.170804977,1.09E-05,0.034445763,0.001279831,0.016274929,0.015691757,0.048948288,0.29354794
846,120.268243,31.48150567,4.053054315,high,1.05806,0.6,0.76284,0.2203,0.27704,0.50686,0.118204117,0.229310989,0.17787838,0.235963822,1.09E-05,0.035829544,0.001279831,0.011730194,0.011359215,0.048480988,0.2611717
850,120.2619122,31.48092244,4.149075905,high,0.48293,0.70588,0.68706,0.46524,0.091287,0.70771,0.026452065,0.188650131,0.339186668,0.191105842,1.09E-05,0.041577339,0.001302719,0.016274929,0.01403904,0.028261185,0.24808345
852,120.2625794,31.48094331,4.013315211,high,1.06549,0.53725,0.76946,0.17918,0.26214,0.55368,0.060633659,0.210301399,0.157486916,0.334302902,1.09E-05,0.052500725,0.001159668,0.016274929,0.001439095,0.00595665,0.33325016
854,120.2631865,31.48089341,4.183668188,high,0.45826,0.50196,0.71353,0.30552,0.14787,0.65207,0.060633659,0.229792595,0.093867302,0.299779892,1.00E-05,0.034208298,0.001279831,1.00E-05,0.023615837,0.017026901,0.35346437
858,120.2639557,31.48118145,4.198443967,high,0.3097,0.73333,0.68173,0.46395,0.093134,0.71626,0.09275055,0.178580284,0.292651177,0.170491219,1.09E-05,0.035100937,0.001279831,0.002759933,0.030702591,0.032310486,0.28345046
862,120.2651861,31.48080673,4.046742753,high,0.68726,0.70588,0.70525,0.41643,0.13316,0.68254,0.070808411,0.192732811,0.310074806,0.194088935,1.09E-05,0.033717155,0.002232552,0.008432388,0.027059555,0.028453827,0.3157452
872,120.2667163,31.48123293,4.132066216,high,0.54195,0.64314,0.74014,0.41513,0.098415,0.66097,0.060633659,0.224358559,0.154529571,0.271831512,1.00E-05,0.032964706,0.001279831,0.005239487,0.00938797,0.053812027,0.32918832
873,120.2671041,31.4812332,4.099986889,high,0.42912,0.53725,0.73508,0.30398,0.11122,0.68878,0.075843811,0.303661346,0.133400917,0.307418824,1.00E-05,0.036896706,0.000391006,0.015377045,0.010988235,0.029243469,0.30465424
878,120.2656025,31.48079011,4.151592307,high,0.88298,0.54118,0.79161,0.18794,0.29465,0.5801,0.073091507,0.106609344,0.350795746,0.16422081,1.00E-05,0.033546448,0.000184059,0.016274929,0.015855789,0.03317976,0.25961678
879,120.2660645,31.48049143,4.039637746,high,0.43788,0.61961,0.75634,0.47527,0.11801,0.64132,8.58E-06,0.067458153,0.208797932,0.167438507,1.09E-05,0.030932426,0.000311852,0.00450325,0.015855789,0.022053719,0.25931575
882,120.2682664,31.48089231,4.162862992,high,0.56343,0.49804,0.79031,0.26429,0.19097,0.54594,0.060686111,0.211866379,0.239961624,0.350716591,1.00E-05,0.033168792,0.000679016,1.00E-05,0.015855789,0.004664421,0.24456162
883,120.2682652,31.48055061,4.303339543,high,0.91833,0.47843,0.7722,0.24926,0.32264,0.4227,0.074667931,0.211120605,0.240353584,0.340615273,1.00E-05,0.035320282,0.001865387,1.00E-05,0.015855789,0.002795219,0.28483808
884,120.268264,31.4802089,4.110139884,high,1.0016,0.43529,0.77334,0.22275,0.37095,0.40196,0.027658463,0.279385567,0.210506439,0.389792442,1.00E-05,0.037874221,0.001279831,0.004839897,0.012843132,0.002916336,0.28570082
887,120.2690674,31.48122796,4.055211737,high,0.80016,0.51765,0.79329,0.24959,0.31905,0.53507,0.031839371,0.392121315,0.056248665,0.135928154,1.09E-05,0.034688949,0.001279831,0.011163712,0.015855789,0.03317976,0.24553962
889,120.2700173,31.48124432,4.171219834,high,0.80016,0.51765,0.79329,0.24959,0.31905,0.53507,0.059588432,0.353571892,0.083540917,0.210256577,1.09E-05,0.033869744,0.001279831,0.015120506,0.00953579,0.045845032,0.23900871
893,120.271812,31.48121556,4.000745623,high,1.0446,0.46275,0.78504,0.21746,0.36048,0.45291,0.087226868,0.089382172,0.37251091,0.158128739,1.09E-05,0.033108712,0.000688553,0.016274929,0.015855789,0.05361557,0.29480085
898,120.2721417,31.48086944,4.014338103,high,0.75024,0.60784,0.7733,0.27296,0.26119,0.62314,0.071660995,0.101317406,0.355599403,0.154766083,1.09E-05,0.033708572,2.00E-05,0.015532494,0.027647018,0.050462723,0.2468157
899,120.2721241,31.48052492,4.015114673,high,0.61305,0.5451,0.75256,0.18752,0.3127,0.55666,0.060633659,0.241884232,0.097198486,0.253295898,1.00E-05,0.03183651,2.86E-06,0.000495911,0.010518074,0.023193359,0.34615467
901,120.2612915,31.48021912,4.097352062,high,0.53616,0.67059,0.70516,0.33137,0.17462,0.72886,0.031404496,0.168716431,0.358670234,0.202825546,1.00E-05,0.03290844,1.00E-05,0.003930092,0.015855789,0.025410652,0.27942126
903,120.261531,31.47986979,4.236279072,high,0.55688,0.67451,0.71437,0.33384,0.1759,0.73678,0.029508591,0.172552109,0.316324234,0.349683762,1.00E-05,0.028654099,0.000675201,0.016190529,0.015802383,0.003250122,0.30689268
913,120.2628717,31.48022835,4.005264939,high,0.79157,0.60784,0.75839,0.33487,0.20474,0.55062,0.10382843,0.22014904,0.177098274,0.286121368,1.00E-05,0.031899452,0.000876427,1.00E-05,0.015855789,0.018697739,0.39484353
914,120.2624708,31.48022144,4.293912815,high,0.87037,0.55686,0.78172,0.31022,0.28648,0.56545,0.012451172,0.244477272,0.27510643,0.252975464,1.09E-05,0.035661697,0.000851631,0.009337425,0.017803192,0.011663437,0.28877969
917,120.2634085,31.47988511,4.56024382,high,0.82578,0.64314,0.7524,0.25723,0.20717,0.58627,0.02340889,0.32749176,0.18854332,0.267409325,2.00E-05,0.033680916,0.001279831,0.002453804,0.006687164,0.045686722,0.28950694
919,120.2706309,31.47985446,4.10156489,high,0.94986,0.47843,0.78561,0.23197,0.29416,0.51044,0.069507599,0.241511345,0.213524818,0.151659966,1.09E-05,0.03336525,0.001279831,0.01326561,0.005707741,0.031460762,0.2815006
926,120.2618833,31.47891018,4.222819699,high,0.6408,0.52157,0.77563,0.28221,0.17316,0.63388,0.040671349,0.212247849,0.266709328,0.356621742,1.00E-05,0.027391434,0.00067234,0.000496864,0.004051208,0.013323784,0.27638934
927,120.2619797,31.47855744,4.366157285,high,0.70125,0.53333,0.77782,0.2173,0.27237,0.5289,0.072259903,0.198248863,0.251732826,0.37143898,5.72E-06,0.023505211,1.00E-05,4.20E-05,0.003937721,0.011597633,0.32226663
928,120.2620761,31.47820469,4.134657624,high,0.53632,0.50196,0.74137,0.25059,0.15353,0.62384,0.026987076,0.254092216,0.23533535,0.385168076,1.00E-05,0.025948524,0.000133514,0.01027298,0.001504898,0.007910728,0.2995943
930,120.2622688,31.47749918,4.002809718,high,0.66678,0.59216,0.75353,0.23804,0.31256,0.48389,0.088653564,0.138533592,0.300766945,0.233872413,1.00E-05,0.029448509,0.00233078,0.016274929,0.006820679,0.03317976,0.32375348
935,120.2631475,31.47710351,4.095922072,high,0.86065,0.54118,0.75494,0.21689,0.235,0.60331,0.060633659,0.153835297,0.111495018,0.235674858,1.09E-05,0.033052445,1.00E-05,0.003247261,0.015855789,0.015835762,0.34224029
943,120.2623994,31.47989022,4.05739072,high,0.90906,0.60784,0.75261,0.20608,0.31534,0.47483,0.090719223,0.06413269,0.37052536,0.239721298,1.09E-05,0.03336525,0.001279831,0.027348518,0.009322166,0.025086403,0.31179266
945,120.2632737,31.47974721,4.662833756,high,0.78015,0.63529,0.75491,0.43944,0.12894,0.58381,0.008975029,0.315443993,0.20032692,0.210434914,1.09E-05,0.036915779,0.001501083,0.000934601,0.004052162,0.03317976,0.29912522
946,120.2633402,31.47939638,4.289411235,high,1.11615,0.63922,0.74779,0.34661,0.14989,0.59509,0.003962517,0.306671143,0.235476494,0.246592522,1.00E-05,0.033325195,0.001144409,0.01525116,0.008857727,0.058115005,0.22174234
947,120.2634067,31.47904555,4.77726077,high,1.09432,0.68235,0.72957,0.34565,0.1401,0.63623,0.003922462,0.331316948,0.193947792,0.256403923,1.09E-05,0.034438133,1.00E-05,0.016701698,0.005955696,0.053395271,0.24453766
948,120.2637847,31.47988518,4.243543304,high,0.84304,0.58039,0.76779,0.27018,0.21841,0.47422,0.00108242,0.29845047,0.240777969,0.246715545,1.09E-05,0.033337593,4.10E-05,0.020879745,0.007655144,0.041913033,0.25160446
949,120.2641608,31.47988526,4.352089984,high,0.91111,0.5451,0.78,0.24818,0.19453,0.52035,0.002209663,0.313785553,0.206484795,0.249771118,1.09E-05,0.035806656,0.000333786,0.014870644,0.007264137,0.03317976,0.33096614
950,120.264537,31.47988533,4.050867546,high,0.87669,0.54118,0.76951,0.22528,0.22725,0.55164,0.022418976,0.279576302,0.226721764,0.23539257,1.09E-05,0.035199165,0.001279831,0.01578331,0.015855789,0.047014236,0.25989597
